ADMINLINK,EMPLOYEE,WAVE,SCWM_CWH,RMZFN,STUDYGROUP,CONDITION,SCEM_DISTI,SCEM_STRSI,SCWM_FTWCI,SCWM_WTFCI,SCWM_TIMEALLI
T0525,0,3,3.5,2,3,1,10.0, ,2.0,2.4,3.666666666667
T0525,0,4,3.25,2,3,1,11.0, ,2.2,2.8,4
T0526,1,1,3.75,2,3,1,8.0,5,2.0,3.2,4
T0526,1,2,3.875,2,3,1,9.0,6,2.4,2.6,4.333333333333
T0526,1,3,3.5,2,3,1,8.0,5,2.0,2.4,4
T0526,1,4,3.5,2,3,1,8.0,5,2.0,2.2,4
T0527,1,1,3.75,2,3,1,12.0,5,1.2,2.4,4.333333333333
T0527,1,2,4.5,2,3,1,10.0,9,1.4,2.0,3
T0527,1,3,5.0,2,3,1,12.0,9,1.4,2.0,3.666666666667
T0527,1,4,4.75,2,3,1,10.0,7,1.2,1.2,4.333333333333
T0528,1,1,3.25,2,3,1,15.0,11,2.4,2.8,3
T0528,1,2,3.25,2,3,1,15.0,13,2.6,3.2,3.666666666667
T0528,1,3,2.375,2,3,1,22.0,14,1.2,2.4,4
T0529,0,1,4.5,2,3,1,10.0, ,1.0,1.6,4.857142857143
T0529,0,2,4.5,2,3,1,15.0, ,2.0,3.4,3.714285714286
T0529,0,3,4.5,2,3,1,9.0, ,2.0,2.0,4
T0529,0,4,4.5,2,3,1,11.0, ,1.4,1.4,4.428571428571
T0530,1,1,4.125,2,3,1,10.0,7,2.0,2.4,4.333333333333
T0530,1,2,3.75,2,3,1,11.0,9,2.2,4.0,4.166666666667
T0530,1,3,3.875,2,3,1,12.0,11,2.0,4.2,3.5
T0530,1,4,3.875,2,3,1,11.0,8,2.4,4.0,4.333333333333
T0531,1,1,4.25,2,3,1,7.0,4,1.2,1.8,4
T0531,1,2,4.5,2,3,1,7.0,4,1.0,1.2,4
T0531,1,3,4.125,2,3,1,6.0,5,1.0,1.2,4.333333333333
T0531,1,4,4.5,2,3,1,6.0,4,1.0,1.0,4.333333333333
T0532,1,1,3.375,2,3,1,12.0,10,2.0,2.8,3.666666666667
T0532,1,2,3.5,2,3,1,12.0,10,2.0,2.2,4
T0532,1,3,3.125,2,3,1,13.0,9,2.0,3.0,4
T0532,1,4,2.75,2,3,1,11.0,8,2.0,2.6,4
T0533,1,1,-8.0,2,3,1,14.0,11,1.2,4.0,3.285714285714
T0533,1,2,-8.0,2,3,1,10.0,8,1.2,3.4,4
T0533,1,3,4.625,2,3,1,20.0,14,2.0,3.0,3.714285714286
T0534,1,1,-8.0,2,3,1,9.0,8,2.0,2.6,-8
T0534,1,2,-8.0,2,3,1,9.0,7,1.4,2.0,4
T0534,1,4,-8.0,2,3,1,8.0,7,1.0,1.0,4
T0535,1,1,-8.0,2,3,1,9.0,7,2.0,2.2,3.666666666667
T0535,1,2,-8.0,2,3,1,9.0,7,2.0,2.0,3.333333333333
T0535,1,3,4.625,2,3,1,9.0,8,2.0,2.0,3.666666666667
T0535,1,4,3.625,2,3,1,10.0,8,2.0,2.0,3.666666666667
T0536,1,1,4.375,2,3,1,7.0,4,1.0,1.6,4.333333333333
T0536,1,2,4.625,2,3,1,7.0,5,2.0,2.0,4
T0536,1,3,4.375,2,3,1,6.0,6,2.2,2.2,3.333333333333
T0537,0,1,3.5,2,3,1,6.0, ,2.8,3.6,3.285714285714
T0537,0,2,4.0,2,3,1,9.0, ,3.0,3.2,3.571428571429
T0537,0,3,4.5,2,3,1,10.0, ,3.2,5.0,3.857142857143
T0537,0,4,4.0,2,3,1,12.0, ,2.6,5.0,3.142857142857
T0538,0,1,2.625,1,2,0,12.0, ,2.0,4.0,2.857142857143
T0538,0,2,4.5,1,2,0,8.0, ,1.0,3.0,3.714285714286
T0538,0,3,4.125,1,2,0,9.0, ,1.0,2.2,3.571428571429
T0538,0,4,3.0,1,2,0,8.0, ,2.0,3.0,4
T0539,1,1,3.375,1,2,0,10.0,10,2.6,2.6,4
T0539,1,2,3.5,1,2,0,10.0,7,2.4,3.4,3.285714285714
T0539,1,3,4.125,1,2,0,9.0,8,2.0,2.6,3.857142857143
T0539,1,4,3.875,1,2,0,9.0,10,1.6,2.0,3.857142857143
T0540,1,1,-8.0,1,2,0,16.0,12,2.2,3.2,4.285714285714
T0540,1,4,-8.0,1,2,0,9.0,7,1.4,2.6,4
T0541,1,1,4.5,1,2,0,9.0,7,2.0,2.2,4.285714285714
T0541,1,2,4.125,1,2,0,9.0,5,2.0,3.2,4
T0541,1,3,4.25,1,2,0,10.0,9,2.4,2.8,3.714285714286
T0541,1,4,4.25,1,2,0,9.0,7,2.4,2.4,4.428571428571
T0542,1,1,3.5,1,2,0,11.0,9,2.0,4.0,4
T0542,1,2,3.375,1,2,0,12.0,7,2.0,2.8,4
T0542,1,3,3.125,1,2,0,11.0,7,2.2,3.8, 
T0542,1,4,3.75,1,2,0,11.0,7,2.0,3.8,3
T0543,0,1,4.0,1,2,0,11.0, ,2.8,2.8,4.428571428571
T0543,0,2,3.375,1,2,0,12.0, ,2.4,2.4,3.857142857143
T0543,0,3,-8.0,1,2,0,8.0, ,3.0,2.4,3.857142857143
T0543,0,4,3.5,1,2,0,10.0, ,2.0,2.4,3.857142857143
T0544,1,1,4.125,1,2,0,8.0,5,2.2,2.8,4.333333333333
T0544,1,2,3.75,1,2,0,9.0,5,2.0,3.0,3
T0545,1,1,4.25,1,2,0,10.0,8,1.6,1.8,4
T0545,1,2,3.875,1,2,0,11.0,9,1.8,2.6,3
T0545,1,3,3.875,1,2,0,15.0,9,1.6,2.2, 
T0545,1,4,3.875,1,2,0,9.0,9,1.6,2.2,3.333333333333
T0546,1,1,3.0,1,2,0,10.0,7,2.0,4.2,4
T0546,1,2,3.375,1,2,0,15.0,12,2.4,4.2,3.333333333333
T0546,1,3,3.5,1,2,0,11.0,8,2.2,3.8, 
T0546,1,4,3.25,1,2,0,10.0,9,2.4,4.0,3
T0547,1,1,-8.0,1,2,0,12.0,10,2.4,3.2,3.714285714286
T0547,1,2,3.25,1,2,0,13.0,9,2.4,3.2,3.714285714286
T0547,1,3,-8.0,1,2,0,10.0,7,2.0,3.2,3.428571428571
T0547,1,4,3.875,1,2,0,8.0,7,1.8,3.0,3.857142857143
T0548,1,1,2.75,1,2,0,13.0,7,2.0,2.6,4
T0548,1,2,3.375,1,2,0,12.0,9,1.0,2.2,3.333333333333
T0548,1,3,-8.0,1,2,0,12.0,7,2.4,3.2,-8
T0548,1,4,3.375,1,2,0,12.0,7,2.0,2.8,2.666666666667
T0549,1,1,2.5,1,2,0,9.0,5,2.2,2.6,5
T0549,1,2,2.625,1,2,0,6.0,4,2.2,2.6,4.666666666667
T0549,1,3,2.875,1,2,0,6.0,5,2.2,3.2, 
T0549,1,4,3.625,1,2,0,7.0,4,2.0,2.6,4
T0550,1,1,4.125,1,2,0,12.0,8,3.0,4.0,3.142857142857
T0550,1,2,3.75,1,2,0,14.0,11,4.4,4.4,3
T0550,1,3,2.375,1,2,0,13.0,9,3.0,4.2,2.857142857143
T0550,1,4,4.5,1,2,0,15.0,10,4.0,4.0,3.285714285714
T0551,1,1,3.375,1,2,0,8.0,9,1.0,2.8,3
T0551,1,2,3.0,1,2,0,8.0,6,2.6,2.4,3
T0551,1,3,4.0,1,2,0,8.0,4,1.8,2.4, 
T0551,1,4,3.875,1,2,0,9.0,7,2.6,2.8,3.333333333333
T0552,0,1,3.625,1,2,0,16.0, ,2.2,3.4,4.142857142857
T0552,0,2,3.375,1,2,0,15.0, ,3.2,3.6,3.857142857143
T0552,0,3,3.75,1,2,0,14.0, ,3.2,3.4,3.571428571429
T0552,0,4,3.125,1,2,0,14.0, ,3.6,3.8,3.714285714286
T0553,1,1,-8.0,1,2,0,8.0,5,1.0,2.0,-8
T0553,1,2,3.25,1,2,0,15.0,7,1.6,4.0,-8
T0554,1,1,3.875,1,2,0,11.0,8,2.0,2.6,4
T0554,1,2,3.75,1,2,0,12.0,10,2.6,3.0,3.571428571429
T0554,1,3,4.125,1,2,0,12.0,10,2.6,2.4,3.714285714286
T0554,1,4,3.625,1,2,0,11.0,9,2.6,2.0,3.714285714286
T0555,1,1,4.0,1,2,0,13.0,12,1.8,4.4,4
T0555,1,2,3.5,1,2,0,14.0,11,2.4,4.0,3.333333333333
T0555,1,3,3.5,1,2,0,13.0,11,2.4,4.2, 
T0555,1,4,3.5,1,2,0,16.0,12,2.2,4.0,3.333333333333
T0556,0,1,3.25,1,2,0,13.0, ,3.4,3.8,3.142857142857
T0556,0,2,2.625,1,2,0,17.0, ,3.0,4.2,3
T0556,0,3,3.5,1,2,0,13.0, ,2.6,4.0,2.857142857143
T0556,0,4,3.125,1,2,0,14.0, ,2.0,4.4,3.285714285714
T0557,1,1,3.625,1,2,0,10.0,9,2.4,4.4,2.666666666667
T0557,1,2,3.625,1,2,0,9.0,8,2.4,3.6,3.666666666667
T0557,1,3,3.375,1,2,0,9.0,10,2.6,3.8, 
T0557,1,4,3.25,1,2,0,10.0,11,2.8,3.6,3.333333333333
T0558,1,1,4.25,1,2,0,15.0,9,3.2,3.0,4.166666666667
T0559,1,1,3.0,1,2,0,15.0,11,2.0,3.6,3
T0559,1,2,3.25,1,2,0,10.0,11,2.0,3.4,-8
T0559,1,3,3.375,1,2,0,15.0,14,2.0,4.2, 
T0559,1,4,4.375,1,2,0,10.0,10,2.0,3.6,3
T0560,1,1,-8.0,1,2,0,9.0,10,2.0,2.6,3.428571428571
T0560,1,2,3.375,1,2,0,9.0,10,2.0,2.6,3.714285714286
T0560,1,3,3.5,1,2,0,8.0,10,2.0,3.6,4
T0560,1,4,3.375,1,2,0,8.0,8,2.0,2.2,3.571428571429
T0561,1,1,3.375,1,2,0,9.0,7,1.4,1.4,4.285714285714
T0561,1,2,3.125,1,2,0,8.0,8,2.0,2.0,3.571428571429
T0561,1,3,-8.0,1,2,0,9.0,6,2.2,2.8,4.142857142857
T0561,1,4,3.25,1,2,0,10.0,9,2.0,2.2,3.571428571429
T0562,1,1,3.125,1,2,0,9.0,8,2.0,3.6,3
T0562,1,2,3.0,1,2,0,8.0,8,2.8,3.4,3
T0562,1,3,3.125,1,2,0,9.0,8,2.4,3.0, 
T0562,1,4,3.25,1,2,0,8.0,8,2.2,3.2,2.5
T0563,1,1,3.25,1,2,0,15.0,8,2.4,3.6,3.428571428571
T0563,1,4,3.375,1,2,0,13.0,10,2.2,2.4,3.428571428571
T0564,1,1,3.625,1,2,0,10.0,9,3.6,3.8,2.857142857143
T0564,1,2,-8.0,1,2,0,13.0,11,3.2,4.0,2.857142857143
T0564,1,3,-8.0,1,2,0,9.0,8,2.6,4.0,3.857142857143
T0564,1,4,3.625,1,2,0,9.0,10,2.6,3.4,3.714285714286
T0565,1,1,3.375,1,2,0,11.0,9,2.4,3.6,3.857142857143
T0565,1,2,3.25,1,2,0,9.0,8,2.0,3.4,3.571428571429
T0565,1,3,3.125,1,2,0,10.0,11,3.4,3.8,3.333333333333
T0565,1,4,4.0,1,2,0,12.0,11,2.8,3.8,3.333333333333
T0566,1,1,3.875,1,2,0,13.0,10,2.0,2.6,4
T0566,1,2,3.75,1,2,0,14.0,11,1.8,2.8,4
T0566,1,3,3.25,1,2,0,12.0,11,1.8,2.4, 
T0566,1,4,3.375,1,2,0,10.0,8,1.8,2.4,4
T0567,0,1,3.25,1,2,0,10.0, ,1.4,3.4,3.857142857143
T0567,0,2,2.75,1,2,0,9.0, ,1.6,2.8,3.428571428571
T0567,0,3,2.75,1,2,0,9.0, ,1.6,3.4,3.571428571429
T0567,0,4,3.25,1,2,0,8.0, ,1.0,2.6,4.428571428571
T0568,1,1,-8.0,1,2,0,9.0,6,2.0,4.0,4
T0568,1,4,-8.0,1,2,0,8.0,6,2.2,4.2,4
T0569,1,1,-8.0,1,2,0,7.0,4,2.0,3.0,4.285714285714
T0569,1,2,4.75,1,2,0,8.0,7,1.6,2.4,4.285714285714
T0569,1,3,4.5,1,2,0,8.0,5,2.0,3.2,4.285714285714
T0569,1,4,4.875,1,2,0,8.0,8,3.0,3.4,4.428571428571
T0570,0,1,3.75,1,2,0,11.0, ,2.0,2.8,4
T0570,0,2,3.5,1,2,0,11.0, ,1.8,2.0,4.142857142857
T0570,0,3,4.0,1,2,0,10.0, ,2.0,2.0,3.714285714286
T0570,0,4,3.75,1,2,0,9.0, ,2.0,2.8,4.142857142857
T0571,0,1,3.25,1,19,0,10.0, ,1.2,1.6,4
T0572,1,1,4.0,1,19,0,13.0,10,2.8,2.8,4
T0572,1,2,3.25,1,19,0,12.0,9,2.8,3.0,4
T0573,1,1,4.25,1,19,0,9.0,6,2.0,2.0,4.714285714286
T0573,1,2,4.0,1,19,0,10.0,8,1.8,2.0,4.285714285714
T0573,1,3,-8.0,1,19,0,10.0,11,1.8,2.4,-8
T0573,1,4,-8.0,1,19,0,9.0,8,2.0,2.0,3.714285714286
T0574,1,1,3.125,1,19,0,9.0,8,2.4,2.6,4.428571428571
T0575,1,1,3.625,1,19,0,11.0,10,1.8,2.2,3.666666666667
T0575,1,2,3.625,1,19,0,13.0,11,1.4,2.4,3.666666666667
T0575,1,4,3.375,1,19,0,10.0,10,1.8,3.0,4
T0576,0,1,3.875,1,6,0,10.0, ,1.6,3.8,4.428571428571
T0576,0,2,4.25,1,6,0,9.0, ,1.8,4.0,4.142857142857
T0576,0,3,4.125,1,6,0,9.0, ,1.6,3.2,4
T0577,1,1,4.5,1,6,0,10.0,8,1.8,5.0,2.571428571429
T0577,1,2,4.5,1,6,0,9.0,6,1.8,4.4,3.714285714286
T0577,1,3,4.5,1,6,0,9.0,7,2.6,4.6,3
T0577,1,4,4.375,1,6,0,10.0,7,1.2,5.0,3.857142857143
T0578,1,1,4.25,1,6,0,8.0,7,2.4,3.8,3
T0578,1,2,5.0,1,6,0,11.0,9,2.4,4.0,3
T0578,1,3,4.75,1,6,0,9.0,8,2.4,3.8,3.666666666667
T0578,1,4,4.375,1,6,0,9.0,6,1.4,3.8,2.666666666667
T0579,1,1,3.375,1,6,0,11.0,9,2.6,3.4,3.285714285714
T0579,1,2,3.25,1,6,0,10.0,8,3.6,4.0,3.714285714286
T0579,1,3,3.125,1,6,0,14.0,10,2.2,3.8,3.571428571429
T0579,1,4,2.75,1,6,0,10.0,11,3.8,4.0,3.571428571429
T0580,1,1,1.875,1,6,0,10.0,8,2.4,4.2,3
T0580,1,2,2.5,1,6,0,12.0,12,2.2,4.0,3.5
T0580,1,3,2.625,1,6,0,13.0,11,2.0,3.8,3
T0580,1,4,2.375,1,6,0,11.0,9,2.4,4.0,3
T0581,1,1,3.25,1,6,0,6.0,4,2.2,3.6,3.666666666667
T0581,1,2,3.625,1,6,0,7.0,4,2.4,2.8,4
T0581,1,3,4.25,1,6,0,6.0,4,2.0,2.0,4
T0582,1,1,3.375,1,6,0,14.0,12,2.4,3.2,3.285714285714
T0582,1,3,3.25,1,6,0,8.0,8,2.2,3.0,3.285714285714
T0582,1,4,3.25,1,6,0,11.0,9,2.6,3.2,3
T0583,1,1,-8.0,1,6,0,11.0,12,2.0,5.0,3
T0583,1,2,2.75,1,6,0,16.0,13,2.2,4.0,2.857142857143
T0584,1,1,3.625,1,6,0,10.0,8,2.8,3.8,4.142857142857
T0584,1,2,3.75,1,6,0,11.0,8,3.2,3.4,3.571428571429
T0584,1,3,3.75,1,6,0,15.0,12,3.4,4.2,3.571428571429
T0584,1,4,4.375,1,6,0,7.0,7,3.0,2.8,3.857142857143
T0585,1,1,2.375,1,6,0,9.0,7,2.6,3.8,3.333333333333
T0585,1,2,3.0,1,6,0,8.0,5,1.8,3.0,3.333333333333
T0585,1,3,3.5,1,6,0,7.0,5,1.4,3.0,3.666666666667
T0586,1,1,3.75,1,6,0,10.0,10,1.4,3.8,3.714285714286
T0586,1,2,3.625,1,6,0,10.0,11,2.2,4.0,3.428571428571
T0586,1,3,4.0,1,6,0,7.0,8,1.8,3.4,4
T0586,1,4,4.125,1,6,0,9.0,10,1.6,3.2,4.285714285714
T0587,1,1,3.125,1,6,0,10.0,11,1.8,2.6,3.571428571429
T0587,1,2,3.625,1,6,0,14.0,7,2.0,2.6,3.857142857143
T0587,1,3,2.625,1,6,0,15.0,13,1.2,4.2,3.142857142857
T0587,1,4,3.75,1,6,0,15.0,11,1.4,5.0,3.428571428571
T0588,1,1,3.875,1,6,0,10.0,8,1.4,2.8,4.333333333333
T0588,1,2,3.75,1,6,0,11.0,9,2.0,3.8,3.666666666667
T0588,1,3,3.75,1,6,0,6.0,6,2.0,2.4,3.666666666667
T0588,1,4,3.875,1,6,0,8.0,8,2.0,2.0,3.333333333333
T0589,1,1,-8.0,1,6,0,11.0,9,1.2,1.4,3.428571428571
T0589,1,3,4.375,1,6,0,10.0,7,1.0,1.6,3
T0589,1,4,4.625,1,6,0,10.0,8,2.0,2.4,3.666666666667
T0590,1,1,4.0,1,6,0,8.0,9,1.2,4.0,3.666666666667
T0591,1,1,3.25,1,6,0,10.0,6,2.0,4.0,2.714285714286
T0591,1,2,3.5,1,6,0,11.0,8,1.6,4.6,2.714285714286
T0591,1,3,3.75,1,6,0,13.0,8,1.6,4.4,2.571428571429
T0591,1,4,3.25,1,6,0,11.0,11,2.0,4.4,2.714285714286
T0592,1,1,3.625,1,6,0,16.0,11,1.6,3.2,4.285714285714
T0592,1,2,4.125,1,6,0,16.0,12,3.0,3.2,4.285714285714
T0592,1,3,4.0,1,6,0,18.0,11,3.2,4.0,3.714285714286
T0592,1,4,3.625,1,6,0,17.0,9,2.0,2.2,4.142857142857
T0593,0,1,2.75,1,19,0,9.0, ,2.2,3.6,3.285714285714
T0593,0,2,3.5,1,19,0,9.0, ,1.8,2.6,3.714285714286
T0593,0,4,3.25,1,19,0,7.0, ,2.4,3.2,3.571428571429
T0594,1,1,3.625,1,19,0,9.0,5,2.0,3.2,3.285714285714
T0594,1,2,3.875,1,19,0,10.0,6,2.2,3.2,3.142857142857
T0594,1,3,4.0,1,19,0,9.0,4,2.8,3.6,3.571428571429
T0594,1,4,3.75,1,19,0,8.0,5,1.8,3.0,3.571428571429
T0595,1,1,-8.0,1,19,0,9.0,5,1.4,2.2,4.142857142857
T0595,1,2,3.5,1,19,0,8.0,6,1.0,1.2,4
T0595,1,3,-8.0,1,19,0,9.0,5,1.4,2.0,4
T0595,1,4,3.25,1,19,0,10.0,7,2.0,3.8,3.857142857143
T0596,0,1,4.125,2,7,0,9.0, ,2.4,2.8,3.333333333333
T0596,0,2,4.125,2,7,0,8.0, ,2.4,2.4,4
T0596,0,3,4.25,2,7,0,8.0, ,2.4,2.6,3.333333333333
T0596,0,4,3.75,2,7,0,10.0, ,2.6,3.8,3
T0597,1,1,3.25,2,7,0,12.0,10,1.2,4.8,3
T0597,1,2,2.75,2,7,0,10.0,12,2.4,4.0,3
T0597,1,3,3.875,2,7,0,14.0,11,1.8,4.6,2.5
T0597,1,4,3.125,2,7,0,13.0,11,2.0,5.0,3
T0598,1,1,3.0,2,7,0,12.0,10,1.2,3.8,3.714285714286
T0598,1,2,3.0,2,7,0,17.0,10,1.6,3.4,3.428571428571
T0598,1,3,3.875,2,7,0,10.0,10,1.6,3.6,3.142857142857
T0598,1,4,4.5,2,7,0,10.0,9,2.0,3.6,3.857142857143
T0599,1,1,2.875,2,7,0,9.0,4,2.2,3.0,4
T0599,1,2,3.375,2,7,0,8.0,4,2.0,2.4,4
T0599,1,3,3.375,2,7,0,8.0,5,1.6,2.8,4
T0599,1,4,3.625,2,7,0,8.0,6,1.6,2.0,4
T0600,1,1,2.625,2,7,0,8.0,6,1.0,4.2,3.285714285714
T0600,1,2,3.125,2,7,0,6.0,4,1.2,3.6,4.142857142857
T0600,1,3,3.25,2,7,0,6.0,6,1.0,3.6,3.857142857143
T0600,1,4,3.375,2,7,0,6.0,7,1.0,3.0,3.714285714286
T0601,1,1,2.75,2,7,0,12.0,7,2.4,4.0,2.666666666667
T0601,1,2,4.375,2,7,0,9.0,10,2.4,4.0,3.333333333333
T0601,1,3,-8.0,2,7,0,9.0,8,3.0,3.4,3.333333333333
T0601,1,4,3.875,2,7,0,8.0,8,2.2,3.4,3
T0602,0,1,2.5,2,48,0,10.0, ,2.0,3.6,3.285714285714
T0602,0,2,2.625,2,48,0,10.0, ,2.2,3.8,2.857142857143
T0602,0,3,2.75,2,48,0,11.0, ,2.0,3.8,3
T0602,0,4,2.75,2,48,0,9.0, ,2.0,3.6,3.142857142857
T0603,1,1,4.5,2,48,0,18.0,15,2.8,5.0,4
T0603,1,2,4.375,2,48,0,9.0,4,2.0,2.2,4.333333333333
T0603,1,3,4.75,2,48,0,8.0,4,2.0,2.0,4
T0603,1,4,4.375,2,48,0,6.0,5,2.0,2.0,4
T0604,1,1,3.75,2,48,0,11.0,9,2.0,2.2,3.857142857143
T0604,1,2,4.125,2,48,0,7.0,9,2.0,2.0,-8
T0604,1,3,-8.0,2,48,0,7.0,8,2.0,2.0,3.285714285714
T0604,1,4,-8.0,2,48,0,8.0,9,2.0,2.0,3.428571428571
T0605,1,1,2.0,2,48,0,12.0,13,2.4,5.0,2.857142857143
T0605,1,2,2.375,2,48,0,14.0,13,2.2,4.6,3
T0605,1,3,2.75,2,48,0,12.0,12,2.8,4.0,3
T0605,1,4,2.5,2,48,0,16.0,12,2.2,5.0,2.857142857143
T0606,1,1,2.625,2,48,0,10.0,10,1.6,5.0,3
T0606,1,2,3.25,2,48,0,18.0,14,2.4,2.0,4
T0606,1,3,3.875,2,48,0,9.0,11,2.0,2.4,3.5
T0607,0,1,2.625,2,48,0,9.0, ,2.0,2.0,4.5
T0607,0,2,4.0,2,48,0,9.0, ,2.0,2.2,4.166666666667
T0607,0,4,3.875,2,48,0,8.0, ,2.0,2.0,3.833333333333
T0608,1,1,3.375,2,48,0,14.0,16,1.0,4.0,2.333333333333
T0608,1,2,3.625,2,48,0,12.0,14,1.0,4.2,2.666666666667
T0608,1,3,3.5,2,48,0,21.0,19,3.0,3.8,3
T0608,1,4,3.875,2,48,0,9.0,10,2.0,3.0,2.666666666667
T0609,1,1,3.5,2,48,0,12.0,7,1.8,2.6,3.5
T0609,1,2,3.25,2,48,0,10.0,8,1.8,2.6,3
T0609,1,3,3.625,2,48,0,13.0,7,2.2,3.0, 
T0609,1,4,4.0,2,48,0,10.0,8,2.2,2.6,3.5
T0610,1,1,3.125,2,48,0,17.0,12,2.0,2.2,4
T0610,1,2,4.25,2,48,0,12.0,14,2.2,2.6,4.5
T0610,1,3,3.75,2,48,0,12.0,13,2.0,2.0,4
T0610,1,4,3.5,2,48,0,14.0,13,2.0,2.6,3.5
T0611,1,1,2.25,2,48,0,16.0,11,2.6,5.0,3
T0611,1,2,2.75,2,48,0,11.0,7,2.0,4.0,3
T0611,1,3,2.875,2,48,0,12.0,8,2.0,4.0,3.666666666667
T0612,1,1,2.625,2,7,0,9.0,7,2.2,3.2,3.5
T0612,1,2,3.0,2,7,0,10.0,11,2.4,3.8,3
T0612,1,3,2.75,2,7,0,12.0,9,2.2,3.8,3
T0612,1,4,2.75,2,7,0,10.0,7,1.4,3.8,3
T0613,0,1,4.0,2,7,0,10.0, ,1.6,2.4,5
T0614,1,1,4.375,2,7,0,15.0,8,2.0,2.0,3.571428571429
T0614,1,2,4.5,2,7,0,15.0,10,2.0,2.0,3.571428571429
T0614,1,3,4.375,2,7,0,15.0,11,2.0,2.0,4.142857142857
T0614,1,4,4.5,2,7,0,14.0,11,2.0,2.0,3.571428571429
T0615,1,1,4.0,2,7,0,11.0,8,1.6,3.2,3.428571428571
T0616,1,1,2.5,2,7,0,6.0,5,2.2,3.0,3.833333333333
T0616,1,2,2.875,2,7,0,6.0,4,2.0,3.2,3.666666666667
T0616,1,3,3.125,2,7,0,6.0,4,2.0,3.2,3.333333333333
T0616,1,4,3.25,2,7,0,6.0,4,2.2,3.0,3.833333333333
T0617,1,1,2.875,2,7,0,20.0,14,1.6,4.8,3.5
T0617,1,2,2.375,2,7,0,19.0,13,1.8,4.8,2.5
T0617,1,3,3.0,2,7,0,15.0,12,1.4,4.4, 
T0617,1,4,2.875,2,7,0,18.0,13,1.2,4.8,2.5
T0618,1,1,4.375,2,7,0,8.0,5,1.6,3.4,4.333333333333
T0618,1,2,-8.0,2,7,0,7.0,6,1.8,3.0,4
T0618,1,3,-8.0,2,7,0,9.0,8,2.8,3.2, 
T0618,1,4,3.75,2,7,0,8.0,6,2.0,3.0,4
T0619,0,1,2.5,2,48,0,12.0, ,1.2,4.0,3.571428571429
T0619,0,2,2.75,2,48,0,9.0, ,1.4,3.2,3.285714285714
T0619,0,3,4.375,2,48,0,12.0, ,1.2,5.0,4
T0619,0,4,3.375,2,48,0,9.0, ,2.0,2.2,3.857142857143
T0620,1,1,3.0,2,48,0,13.0,13,1.4,3.6,3.285714285714
T0620,1,4,3.625,2,48,0,8.0,9,1.0,1.6,3.857142857143
T0621,1,1,3.875,2,48,0,10.0,8,3.0,3.6,3.285714285714
T0621,1,2,-8.0,2,48,0,13.0,10,2.8,4.4,3.428571428571
T0621,1,3,3.375,2,48,0,9.0,9,3.0,4.0,3.571428571429
T0621,1,4,3.5,2,48,0,12.0,10,3.0,4.0,3.285714285714
T0622,0,1,2.625,2,12,0,17.0, ,3.8,4.8,2.857142857143
T0623,1,1,2.625,2,12,0,10.0,6,1.4,4.8,2.857142857143
T0623,1,2,4.375,2,12,0,9.0,4,2.0,2.2,4.428571428571
T0623,1,3,-8.0,2,12,0,9.0,4,2.0,2.0,4.857142857143
T0623,1,4,-8.0,2,12,0,7.0,4,2.0,3.6,4.285714285714
T0624,1,1,2.125,2,12,0,11.0,9,2.6,4.4,3
T0624,1,2,2.625,2,12,0,10.0,9,2.0,4.4,3.285714285714
T0624,1,3,2.0,2,12,0,9.0,8,2.0,4.4,3
T0624,1,4,2.875,2,12,0,8.0,8,2.2,2.8,3.285714285714
T0625,1,1,4.25,2,12,0,9.0,7,1.6,3.8,4
T0625,1,2,3.625,2,12,0,9.0,6,1.2,2.8,4
T0625,1,3,4.0,2,12,0,9.0,4,1.0,3.4,3.666666666667
T0625,1,4,4.375,2,12,0,7.0,7,1.0,2.0,4
T0626,1,1,3.125,2,12,0,16.0,13,2.4,4.2,3.428571428571
T0626,1,2,3.875,2,12,0,13.0,11,2.4,4.6,3.428571428571
T0626,1,3,4.0,2,12,0,11.0,8,1.6,3.4,3.714285714286
T0626,1,4,4.125,2,12,0,8.0,5,2.0,2.4,4.142857142857
T0627,1,1,3.0,2,12,0,15.0,10,1.4,4.2,-8
T0627,1,2,2.5,2,12,0,12.0,9,1.2,3.6,4
T0627,1,3,2.75,2,12,0,14.0,11,1.0,3.8, 
T0627,1,4,4.125,2,12,0,8.0,5,1.0,2.8,2
T0628,1,1,-8.0,2,12,0,7.0,8,1.2,4.0,3.714285714286
T0628,1,2,2.5,2,12,0,11.0,9,2.0,4.0,3
T0628,1,3,3.375,2,12,0,8.0,6,1.8,3.6,4.142857142857
T0628,1,4,2.875,2,12,0,8.0,5,2.2,3.0,3.571428571429
T0629,1,1,3.5,2,12,0,20.0,13,2.0,5.0,2.714285714286
T0629,1,2,3.25,2,12,0,10.0,10,2.2,4.2,2.857142857143
T0629,1,3,3.375,2,12,0,18.0,10,3.0,4.2,3.142857142857
T0629,1,4,3.625,2,12,0,8.0,4,1.8,2.4,3.857142857143
T0630,1,1,-8.0,2,12,0,21.0,12,1.8,4.0,3.666666666667
T0630,1,2,2.625,2,12,0,16.0,10,2.0,4.0,3.666666666667
T0630,1,3,2.5,2,12,0,12.0,9,1.0,3.6, 
T0630,1,4,3.0,2,12,0,11.0,7,1.4,3.0,4
T0631,0,1,3.375,2,48,0,8.0, ,2.2,3.6,3.428571428571
